date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
6/21/2010,Spain,Honduras,2,0,FIFA World Cup,Johannesburg,South Africa,TRUE
6/22/2010,Greece,Argentina,0,2,FIFA World Cup,Polokwane,South Africa,TRUE
6/22/2010,Mexico,Uruguay,0,1,FIFA World Cup,Rustenburg,South Africa,TRUE
6/22/2010,Nigeria,South Korea,2,2,FIFA World Cup,Durban,South Africa,TRUE
6/22/2010,South Africa,France,2,1,FIFA World Cup,Bloemfontein,South Africa,FALSE
6/23/2010,Australia,Serbia,2,1,FIFA World Cup,Nelspruit,South Africa,TRUE
6/23/2010,Ghana,Germany,0,1,FIFA World Cup,Johannesburg,South Africa,TRUE
6/23/2010,Slovenia,England,0,1,FIFA World Cup,Port Elizabeth,South Africa,TRUE
6/23/2010,United States,Algeria,1,0,FIFA World Cup,Pretoria,South Africa,TRUE
6/24/2010,Cameroon,Netherlands,1,2,FIFA World Cup,Cape Town,South Africa,TRUE
6/24/2010,Denmark,Japan,1,3,FIFA World Cup,Rustenburg,South Africa,TRUE
6/24/2010,Paraguay,New Zealand,0,0,FIFA World Cup,Polokwane,South Africa,TRUE
6/24/2010,Slovakia,Italy,3,2,FIFA World Cup,Johannesburg,South Africa,TRUE
6/25/2010,Chile,Spain,1,2,FIFA World Cup,Pretoria,South Africa,TRUE
6/25/2010,North Korea,Ivory Coast,0,3,FIFA World Cup,Nelspruit,South Africa,TRUE
6/25/2010,Portugal,Brazil,0,0,FIFA World Cup,Durban,South Africa,TRUE
6/25/2010,Switzerland,Honduras,0,0,FIFA World Cup,Bloemfontein,South Africa,TRUE
6/26/2010,China PR,Tajikistan,4,0,Friendly,Kunming,China PR,FALSE
6/26/2010,Uruguay,South Korea,2,1,FIFA World Cup,Port Elizabeth,South Africa,TRUE
6/26/2010,United States,Ghana,1,2,FIFA World Cup,Rustenburg,South Africa,TRUE
6/27/2010,Argentina,Mexico,3,1,FIFA World Cup,Johannesburg,South Africa,TRUE
6/27/2010,Germany,England,4,1,FIFA World Cup,Bloemfontein,South Africa,TRUE
6/28/2010,Brazil,Chile,3,0,FIFA World Cup,Johannesburg,South Africa,TRUE
6/28/2010,Netherlands,Slovakia,2,1,FIFA World Cup,Durban,South Africa,TRUE
6/29/2010,Paraguay,Japan,0,0,FIFA World Cup,Pretoria,South Africa,TRUE
6/29/2010,Spain,Portugal,1,0,FIFA World Cup,Cape Town,South Africa,TRUE
7/1/2010,Chad,Togo,2,2,African Cup of Nations qualification,N'Djamena,Chad,FALSE
7/1/2010,Tunisia,Botswana,0,1,African Cup of Nations qualification,Tunis,Tunisia,FALSE
7/2/2010,Netherlands,Brazil,2,1,FIFA World Cup,Port Elizabeth,South Africa,TRUE
7/2/2010,Uruguay,Ghana,1,1,FIFA World Cup,Johannesburg,South Africa,TRUE
7/3/2010,Argentina,Germany,0,4,FIFA World Cup,Cape Town,South Africa,TRUE
7/3/2010,Paraguay,Spain,0,1,FIFA World Cup,Johannesburg,South Africa,TRUE
7/6/2010,Uruguay,Netherlands,2,3,FIFA World Cup,Cape Town,South Africa,TRUE
7/7/2010,Germany,Spain,0,1,FIFA World Cup,Durban,South Africa,TRUE
7/9/2010,Botswana,Chad,1,0,African Cup of Nations qualification,Gaborone,Botswana,FALSE
7/9/2010,Togo,Malawi,1,1,African Cup of Nations qualification,LomÃ©,Togo,FALSE
7/10/2010,Uruguay,Germany,2,3,FIFA World Cup,Port Elizabeth,South Africa,TRUE
7/11/2010,Netherlands,Spain,0,1,FIFA World Cup,Johannesburg,South Africa,TRUE
8/4/2010,Botswana,Zimbabwe,2,0,Friendly,Selebi-Phikwe,Botswana,FALSE
8/8/2010,Anguilla,Saint Martin,1,3,Friendly,The Valley,Anguilla,FALSE
8/10/2010,Bosnia and Herzegovina,Qatar,1,1,Friendly,Sarajevo,Bosnia and Herzegovina,FALSE
8/10/2010,Italy,Ivory Coast,0,1,Friendly,London,England,TRUE
8/10/2010,United States,Brazil,0,2,Friendly,East Rutherford,United States,FALSE
8/11/2010,Albania,Uzbekistan,1,0,Friendly,DurrÃ«s,Albania,FALSE
8/11/2010,Algeria,Gabon,1,2,Friendly,Algiers,Algeria,FALSE
8/11/2010,Angola,Uruguay,0,2,Friendly,Lisbon,Portugal,TRUE
8/11/2010,Armenia,Iran,1,3,Friendly,Yerevan,Armenia,FALSE
8/11/2010,Austria,Switzerland,0,1,Friendly,Klagenfurt,Austria,FALSE
8/11/2010,Azerbaijan,Kuwait,1,1,Friendly,Baku,Azerbaijan,FALSE
8/11/2010,Benin,Niger,0,0,Friendly,Porto-Novo,Benin,FALSE
8/11/2010,Bolivia,Colombia,1,1,Friendly,La Paz,Bolivia,FALSE
8/11/2010,Burkina Faso,Congo,3,0,Friendly,Senlis,France,TRUE
8/11/2010,Chad,Tunisia,1,3,African Cup of Nations qualification,N'Djamena,Chad,FALSE
8/11/2010,China PR,Bahrain,1,1,Friendly,Nanning,China PR,FALSE
8/11/2010,Cyprus,Andorra,1,0,Friendly,Larnaca,Cyprus,FALSE
8/11/2010,Czech Republic,Latvia,4,1,Friendly,Liberec,Czech Republic,FALSE
8/11/2010,Denmark,Germany,2,2,Friendly,Copenhagen,Denmark,FALSE
8/11/2010,Egypt,DR Congo,6,3,Friendly,Cairo,Egypt,FALSE
8/11/2010,England,Hungary,2,1,Friendly,London,England,FALSE
8/11/2010,Estonia,Faroe Islands,2,1,UEFA Euro qualification,Tallinn,Estonia,FALSE
8/11/2010,Finland,Belgium,1,0,Friendly,Turku,Finland,FALSE
8/11/2010,Iceland,Liechtenstein,1,1,Friendly,ReykjavÃ­k,Iceland,FALSE
8/11/2010,Republic of Ireland,Argentina,0,1,Friendly,Dublin,Republic of Ireland,FALSE
8/11/2010,Kazakhstan,Oman,3,1,Friendly,Astana,Kazakhstan,FALSE
8/11/2010,South Korea,Nigeria,2,1,Friendly,Suwon,South Korea,FALSE
8/11/2010,Lithuania,Belarus,0,2,Friendly,Kaunas,Lithuania,FALSE
8/11/2010,Malawi,Botswana,1,1,African Cup of Nations qualification,Blantyre,Malawi,FALSE
8/11/2010,Mali,Guinea,0,2,Friendly,Marignane,France,TRUE
8/11/2010,Malta,North Macedonia,1,1,Friendly,Attard,Malta,FALSE
8/11/2010,Mauritania,Palestine,0,0,Friendly,Nouakchott,Mauritania,FALSE
8/11/2010,Mexico,Spain,1,1,Friendly,Mexico City,Mexico,FALSE
8/11/2010,Moldova,Georgia,0,0,Friendly,ChiÈ™inÄƒu,Moldova,FALSE
8/11/2010,Montenegro,Northern Ireland,2,0,Friendly,Podgorica,Montenegro,FALSE
8/11/2010,Morocco,Equatorial Guinea,2,1,Friendly,Rabat,Morocco,FALSE
8/11/2010,Mozambique,Eswatini,2,1,Friendly,Maputo,Mozambique,FALSE
8/11/2010,Norway,France,2,1,Friendly,Oslo,Norway,FALSE
8/11/2010,Panama,Venezuela,3,1,Friendly,Panama City,Panama,FALSE
8/11/2010,Paraguay,Costa Rica,2,0,Friendly,AsunciÃ³n,Paraguay,FALSE
8/11/2010,Poland,Cameroon,0,3,Friendly,Szczecin,Poland,FALSE
8/11/2010,Russia,Bulgaria,1,0,Friendly,St. Petersburg,Russia,FALSE
8/11/2010,Saudi Arabia,Togo,1,0,Friendly,Riyadh,Saudi Arabia,FALSE
8/11/2010,Senegal,Cape Verde,1,0,Friendly,Dakar,Senegal,FALSE
8/11/2010,Serbia,Greece,0,1,Friendly,Belgrade,Serbia,FALSE
8/11/2010,Slovakia,Croatia,1,1,Friendly,Bratislava,Slovakia,FALSE
8/11/2010,Slovenia,Australia,2,0,Friendly,Ljubljana,Slovenia,FALSE
8/11/2010,South Africa,Ghana,1,0,Friendly,Johannesburg,South Africa,FALSE
8/11/2010,Sweden,Scotland,3,0,Friendly,Solna,Sweden,FALSE
8/11/2010,Tanzania,Kenya,1,1,Friendly,Dar es Salaam,Tanzania,FALSE
8/11/2010,Thailand,Singapore,1,0,Friendly,Bangkok,Thailand,FALSE
8/11/2010,Trinidad and Tobago,Jamaica,1,3,Friendly,Macoya,Trinidad and Tobago,FALSE
8/11/2010,Turkey,Romania,2,0,Friendly,Istanbul,Turkey,FALSE
8/11/2010,Uganda,Zambia,1,1,Friendly,Kampala,Uganda,FALSE
8/11/2010,Ukraine,Netherlands,1,1,Friendly,Donets'k,Ukraine,FALSE
8/11/2010,Wales,Luxembourg,5,1,Friendly,Llanelli,Wales,FALSE
8/18/2010,Ethiopia,Kenya,0,3,Friendly,Addis Abeba,Ethiopia,FALSE
8/20/2010,Madagascar,Mayotte,0,0,Friendly,Mahajanga,Madagascar,FALSE
8/26/2010,Saint Lucia,Martinique,1,3,Friendly,Vieux Fort,Saint Lucia,FALSE
8/28/2010,Saint Kitts and Nevis,Antigua and Barbuda,1,1,Friendly,Basseterre,Saint Kitts and Nevis,FALSE
8/28/2010,Saint Lucia,Martinique,1,1,Friendly,Vieux Fort,Saint Lucia,FALSE
8/29/2010,Ethiopia,Chad,1,0,Friendly,Addis Abeba,Ethiopia,FALSE
8/29/2010,Madagascar,Comoros,1,0,Friendly,Mahajanga,Madagascar,FALSE
9/2/2010,Israel,Malta,3,1,UEFA Euro qualification,Ramat-Gan,Israel,FALSE
9/3/2010,Algeria,Tanzania,1,1,African Cup of Nations qualification,Blida,Algeria,FALSE
9/3/2010,Andorra,Russia,0,2,UEFA Euro qualification,Sant JuliÃ  de LÃ²ria,Andorra,FALSE
9/3/2010,Armenia,Republic of Ireland,0,1,UEFA Euro qualification,Yerevan,Armenia,FALSE
9/3/2010,Belgium,Germany,0,1,UEFA Euro qualification,Brussels,Belgium,FALSE
9/3/2010,China PR,Iran,0,2,Friendly,Zhengzhou,China PR,FALSE
9/3/2010,England,Bulgaria,4,0,UEFA Euro qualification,London,England,FALSE
9/3/2010,Estonia,Italy,1,2,UEFA Euro qualification,Tallinn,Estonia,FALSE
9/3/2010,Faroe Islands,Serbia,0,3,UEFA Euro qualification,TÃ³rshavn,Faroe Islands,FALSE
9/3/2010,France,Belarus,0,1,UEFA Euro qualification,Saint-Denis,France,FALSE
9/3/2010,Greece,Georgia,1,1,UEFA Euro qualification,Piraeus,Greece,FALSE
9/3/2010,Iceland,Norway,1,2,UEFA Euro qualification,ReykjavÃ­k,Iceland,FALSE
9/3/2010,Kazakhstan,Turkey,0,3,UEFA Euro qualification,Astana,Kazakhstan,FALSE
9/3/2010,Kuwait,Syria,3,0,Friendly,Kuwait City,Kuwait,FALSE
9/3/2010,Latvia,Croatia,0,3,UEFA Euro qualification,Riga,Latvia,FALSE
9/3/2010,Liechtenstein,Spain,0,4,UEFA Euro qualification,Vaduz,Liechtenstein,FALSE
9/3/2010,Lithuania,Scotland,0,0,UEFA Euro qualification,Kaunas,Lithuania,FALSE
9/3/2010,Luxembourg,Bosnia and Herzegovina,0,3,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE
9/3/2010,Moldova,Finland,2,0,UEFA Euro qualification,ChiÅŸinÄƒu,Moldova,FALSE
9/3/2010,Montenegro,Wales,1,0,UEFA Euro qualification,Podgorica,Montenegro,FALSE
9/3/2010,Oman,Malaysia,3,0,Friendly,Doha,Qatar,TRUE
9/3/2010,Panama,Costa Rica,2,2,Friendly,Panama City,Panama,FALSE
9/3/2010,Portugal,Cyprus,4,4,UEFA Euro qualification,GuimarÃ£es,Portugal,FALSE
9/3/2010,Qatar,Bahrain,1,1,Friendly,Doha,Qatar,FALSE
9/3/2010,Romania,Albania,1,1,UEFA Euro qualification,Piatra NeamÅ£,Romania,FALSE
9/3/2010,San Marino,Netherlands,0,5,UEFA Euro qualification,Serravalle,San Marino,FALSE
9/3/2010,Slovakia,North Macedonia,1,0,UEFA Euro qualification,Bratislava,Slovakia,FALSE
9/3/2010,Slovenia,Northern Ireland,0,1,UEFA Euro qualification,Maribor,Slovenia,FALSE
9/3/2010,Sweden,Hungary,2,0,UEFA Euro qualification,Solna,Sweden,FALSE
9/3/2010,Switzerland,Australia,0,0,Friendly,St. Gallen,Switzerland,FALSE
9/3/2010,Venezuela,Colombia,0,2,Friendly,Puerto la Cruz,Venezuela,FALSE
9/4/2010,Botswana,Togo,2,1,African Cup of Nations qualification,Gaborone,Botswana,FALSE
9/4/2010,Canada,Peru,0,2,Friendly,Toronto,Canada,FALSE
9/4/2010,Cape Verde,Mali,1,0,African Cup of Nations qualification,Praia,Cape Verde,FALSE
9/4/2010,El Salvador,Honduras,2,2,Friendly,Los Angeles,United States,TRUE
9/4/2010,Guatemala,Nicaragua,5,0,Friendly,Fort Lauderdale,United States,TRUE
9/4/2010,Guinea-Bissau,Kenya,1,0,African Cup of Nations qualification,Bissau,Guinea-Bissau,FALSE
9/4/2010,Ivory Coast,Rwanda,3,0,African Cup of Nations qualification,Abidjan,Ivory Coast,FALSE
9/4/2010,Japan,Paraguay,1,0,Friendly,Yokohama,Japan,FALSE
9/4/2010,Mauritius,Cameroon,1,3,African Cup of Nations qualification,Mapou,Mauritius,FALSE
9/4/2010,Mexico,Ecuador,1,2,Friendly,Zapopan,Mexico,FALSE
9/4/2010,Morocco,Central African Republic,0,0,African Cup of Nations qualification,Rabat,Morocco,FALSE
9/4/2010,Poland,Ukraine,1,1,Friendly,ÅÃ³dÅº,Poland,FALSE
9/4/2010,South Africa,Niger,2,0,African Cup of Nations qualification,Nelspruit,South Africa,FALSE
9/4/2010,Sudan,Congo,2,0,African Cup of Nations qualification,Khartoum,Sudan,FALSE
9/4/2010,Thailand,India,1,0,Friendly,Bangkok,Thailand,FALSE
9/4/2010,Tunisia,Malawi,2,2,African Cup of Nations qualification,RadÃ¨s,Tunisia,FALSE
9/4/2010,Uganda,Angola,3,0,African Cup of Nations qualification,Kampala,Uganda,FALSE
9/5/2010,Benin,Burundi,1,1,African Cup of Nations qualification,Cotonou,Benin,FALSE
9/5/2010,DR Congo,Senegal,2,4,African Cup of Nations qualification,Lubumbashi,DR Congo,FALSE
9/5/2010,Egypt,Sierra Leone,1,1,African Cup of Nations qualification,Cairo,Egypt,FALSE
9/5/2010,Ethiopia,Guinea,1,4,African Cup of Nations qualification,Addis Ababa,Ethiopia,FALSE
9/5/2010,Jamaica,Costa Rica,1,0,Friendly,Kingston,Jamaica,FALSE
9/5/2010,Liberia,Zimbabwe,1,1,African Cup of Nations qualification,Paynesville,Liberia,FALSE
9/5/2010,Mozambique,Libya,0,0,African Cup of Nations qualification,Maputo,Mozambique,FALSE
9/5/2010,Nigeria,Madagascar,2,0,African Cup of Nations qualification,Calabar,Nigeria,FALSE
9/5/2010,Eswatini,Ghana,0,3,African Cup of Nations qualification,Lobamba,Eswatini,FALSE
9/6/2010,Burkina Faso,Gabon,1,1,Friendly,Cannes,France,TRUE
9/7/2010,Albania,Luxembourg,1,0,UEFA Euro qualification,Tirana,Albania,FALSE
9/7/2010,Argentina,Spain,4,1,Friendly,Buenos Aires,Argentina,FALSE
9/7/2010,Austria,Kazakhstan,2,0,UEFA Euro qualification,Salzburg,Austria,FALSE
9/7/2010,Bahrain,Togo,3,0,Friendly,Riffa,Bahrain,FALSE
9/7/2010,Belarus,Romania,0,0,UEFA Euro qualification,Minsk,Belarus,FALSE
9/7/2010,Bosnia and Herzegovina,France,0,2,UEFA Euro qualification,Sarajevo,Bosnia and Herzegovina,FALSE
9/7/2010,Bulgaria,Montenegro,0,1,UEFA Euro qualification,Sofia,Bulgaria,FALSE
9/7/2010,Canada,Honduras,2,1,Friendly,MontrÃ©al,Canada,FALSE
9/7/2010,China PR,Paraguay,1,1,Friendly,Nanjing,China PR,FALSE
9/7/2010,Croatia,Greece,0,0,UEFA Euro qualification,Zagreb,Croatia,FALSE
9/7/2010,Czech Republic,Lithuania,0,1,UEFA Euro qualification,Olomouc,Czech Republic,FALSE
9/7/2010,Denmark,Iceland,1,0,UEFA Euro qualification,Copenhagen,Denmark,FALSE
9/7/2010,El Salvador,Guatemala,0,2,Friendly,Washington,United States,TRUE
9/7/2010,Estonia,Uzbekistan,3,3,Friendly,Tallinn,Estonia,FALSE
9/7/2010,Georgia,Israel,0,0,UEFA Euro qualification,Tbilisi,Georgia,FALSE
9/7/2010,Germany,Azerbaijan,6,1,UEFA Euro qualification,Cologne,Germany,FALSE
9/7/2010,Hungary,Moldova,2,1,UEFA Euro qualification,Budapest,Hungary,FALSE
9/7/2010,Republic of Ireland,Andorra,3,1,UEFA Euro qualification,Dublin,Republic of Ireland,FALSE
9/7/2010,Italy,Faroe Islands,5,0,UEFA Euro qualification,Florence,Italy,FALSE
9/7/2010,Jamaica,Peru,1,2,Friendly,Fort Lauderdale,United States,TRUE
9/7/2010,Japan,Guatemala,2,1,Friendly,Osaka,Japan,FALSE
9/7/2010,South Korea,Iran,0,1,Friendly,Seoul,South Korea,FALSE
9/7/2010,North Macedonia,Armenia,2,2,UEFA Euro qualification,Skopje,North Macedonia,FALSE
9/7/2010,Malta,Latvia,0,2,UEFA Euro qualification,Attard,Malta,FALSE
9/7/2010,Mexico,Colombia,1,0,Friendly,Monterrey,Mexico,FALSE
9/7/2010,Netherlands,Finland,2,1,UEFA Euro qualification,Rotterdam,Netherlands,FALSE
9/7/2010,Norway,Portugal,1,0,UEFA Euro qualification,Oslo,Norway,FALSE
9/7/2010,Panama,Trinidad and Tobago,3,0,Friendly,Panama City,Panama,FALSE
9/7/2010,Poland,Australia,1,2,Friendly,Cracow,Poland,FALSE
9/7/2010,Qatar,Oman,1,1,Friendly,Doha,Qatar,FALSE
9/7/2010,Russia,Slovakia,0,1,UEFA Euro qualification,Moscow,Russia,FALSE
9/7/2010,Scotland,Liechtenstein,2,1,UEFA Euro qualification,Glasgow,Scotland,FALSE
9/7/2010,Serbia,Slovenia,1,1,UEFA Euro qualification,Belgrade,Serbia,FALSE
9/7/2010,Sweden,San Marino,6,0,UEFA Euro qualification,MalmÃ¶,Sweden,FALSE
9/7/2010,Switzerland,England,1,3,UEFA Euro qualification,Basel,Switzerland,FALSE
9/7/2010,Turkey,Belgium,3,2,UEFA Euro qualification,Istanbul,Turkey,FALSE
9/7/2010,Ukraine,Chile,2,1,Friendly,KyÃ¯v,Ukraine,FALSE
9/7/2010,United Arab Emirates,Kuwait,3,0,Friendly,Abu Dhabi,United Arab Emirates,FALSE
9/7/2010,Venezuela,Ecuador,1,0,Friendly,Barquisimeto,Venezuela,FALSE
9/7/2010,Yemen,Syria,2,1,Friendly,Sana'a,Yemen,FALSE
9/8/2010,India,Thailand,1,2,Friendly,New Delhi,India,FALSE
9/10/2010,Belize,Trinidad and Tobago,0,0,Friendly,Belmopan,Belize,FALSE
9/10/2010,Saint Lucia,Saint Vincent and the Grenadines,1,5,Friendly,Vieux Fort,Saint Lucia,FALSE
9/11/2010,French Guiana,Suriname,1,2,Friendly,Cayenne,French Guiana,FALSE
9/15/2010,India,Namibia,2,0,Friendly,New Delhi,India,FALSE
9/16/2010,Jordan,Iraq,4,1,Friendly,Amman,Jordan,FALSE
9/18/2010,Anguilla,British Virgin Islands,1,2,Friendly,Quartier d'OrlÃ©ans,Saint Martin,TRUE
9/18/2010,Yemen,Zambia,0,1,Friendly,Sana'a,Yemen,FALSE
9/19/2010,Antigua and Barbuda,Trinidad and Tobago,0,1,Friendly,St. John's,Antigua and Barbuda,FALSE
9/19/2010,Jordan,Bahrain,2,0,Friendly,Zarqa,Jordan,FALSE
9/19/2010,Saint Martin,British Virgin Islands,3,1,Friendly,Quartier d'OrlÃ©ans,Saint Martin,FALSE
9/21/2010,Iraq,Oman,3,2,Friendly,Amman,Jordan,TRUE
9/21/2010,Saint Lucia,Trinidad and Tobago,0,3,Friendly,St. John's,Antigua and Barbuda,TRUE
9/22/2010,French Guiana,Mayotte,2,2,African Nations Championship,Saint-Gratien,France,TRUE
9/22/2010,RÃ©union,Saint Pierre and Miquelon,11,0,African Nations Championship,Saint-Gratien,France,TRUE
9/23/2010,Antigua and Barbuda,Saint Lucia,5,0,Friendly,St. John's,Antigua and Barbuda,FALSE
9/23/2010,Guadeloupe,New Caledonia,1,1,African Nations Championship,Bry-sur-Marne,France,TRUE
9/23/2010,Martinique,Tahiti,4,1,African Nations Championship,Bry-sur-Marne,France,TRUE
9/24/2010,Iran,Bahrain,3,0,WAFF Championship,Amman,Jordan,TRUE
9/24/2010,Jordan,Syria,1,1,WAFF Championship,Amman,Jordan,FALSE
9/24/2010,Vietnam,North Korea,0,0,Friendly,Hanoi,Vietnam,FALSE
9/25/2010,French Guiana,Saint Pierre and Miquelon,7,0,African Nations Championship,Gennevilliers,France,TRUE
9/25/2010,Iraq,Yemen,2,1,WAFF Championship,Amman,Jordan,TRUE
9/25/2010,Mayotte,RÃ©union,1,2,African Nations Championship,Gennevilliers,France,TRUE
9/26/2010,Bahrain,Oman,2,0,WAFF Championship,Amman,Jordan,TRUE
9/26/2010,Barbados,Dominica,1,3,Friendly,Bridgetown,Barbados,FALSE
9/26/2010,Guadeloupe,Tahiti,1,1,African Nations Championship,Viry-ChÃ¢tillon,France,TRUE
9/26/2010,Guyana,Trinidad and Tobago,1,1,Friendly,Providence,Guyana,FALSE
9/26/2010,New Caledonia,Martinique,0,4,African Nations Championship,Viry-ChÃ¢tillon,France,TRUE
9/26/2010,Syria,Kuwait,1,2,WAFF Championship,Amman,Jordan,TRUE
9/27/2010,Yemen,Palestine,3,1,WAFF Championship,Amman,Jordan,TRUE
9/28/2010,French Guiana,RÃ©union,0,1,African Nations Championship,Villemomble,France,TRUE
9/28/2010,Jordan,Kuwait,2,2,WAFF Championship,Amman,Jordan,FALSE
9/28/2010,Mayotte,Saint Pierre and Miquelon,10,0,African Nations Championship,Franconville,France,TRUE
9/28/2010,Oman,Iran,2,2,WAFF Championship,Amman,Jordan,TRUE
9/29/2010,Guadeloupe,Martinique,2,0,African Nations Championship,Levallois-Perret,France,TRUE
9/29/2010,New Caledonia,Tahiti,1,1,African Nations Championship,Longjumeau,France,TRUE
9/29/2010,Palestine,Iraq,0,3,WAFF Championship,Amman,Jordan,TRUE
10/1/2010,Iran,Iraq,2,1,WAFF Championship,Amman,Jordan,TRUE
10/1/2010,Kuwait,Yemen,1,1,WAFF Championship,Amman,Jordan,TRUE
10/1/2010,Mayotte,Guadeloupe,0,4,African Nations Championship,Saint-Ouen,France,TRUE
10/1/2010,Saint Martin,Cayman Islands,1,1,CFU Caribbean Cup qualification,BayamÃ³n,Puerto Rico,TRUE
10/2/2010,Puerto Rico,Anguilla,3,1,CFU Caribbean Cup qualification,BayamÃ³n,Puerto Rico,FALSE
10/2/2010,RÃ©union,Martinique,0,0,African Nations Championship,CrÃ©teil,France,TRUE
10/3/2010,Iran,Kuwait,1,2,WAFF Championship,Amman,Jordan,TRUE
10/4/2010,Cayman Islands,Anguilla,4,1,CFU Caribbean Cup qualification,BayamÃ³n,Puerto Rico,TRUE
10/4/2010,India,Hong Kong,0,1,Friendly,Pune,India,FALSE
10/4/2010,Puerto Rico,Saint Martin,2,0,CFU Caribbean Cup qualification,BayamÃ³n,Puerto Rico,FALSE
10/6/2010,Anguilla,Saint Martin,2,1,CFU Caribbean Cup qualification,BayamÃ³n,Puerto Rico,TRUE
10/6/2010,Barbados,Saint Kitts and Nevis,1,1,CFU Caribbean Cup qualification,Kingstown,Saint Vincent and the Grenadines,TRUE
10/6/2010,Puerto Rico,Cayman Islands,2,0,CFU Caribbean Cup qualification,BayamÃ³n,Puerto Rico,FALSE
10/7/2010,Iran,Brazil,0,3,Friendly,Abu Dhabi,United Arab Emirates,TRUE
10/8/2010,Albania,Bosnia and Herzegovina,1,1,UEFA Euro qualification,Tirana,Albania,FALSE
10/8/2010,Andorra,North Macedonia,0,2,UEFA Euro qualification,Sant JuliÃ  de LÃ²ria,Andorra,FALSE
10/8/2010,Armenia,Slovakia,3,1,UEFA Euro qualification,Yerevan,Armenia,FALSE
10/8/2010,Austria,Azerbaijan,3,0,UEFA Euro qualification,Vienna,Austria,FALSE
10/8/2010,China PR,Syria,2,1,Friendly,Kunming,China PR,FALSE
10/8/2010,Colombia,Ecuador,1,0,Friendly,Harrison,United States,TRUE
10/8/2010,Cyprus,Norway,1,2,UEFA Euro qualification,Larnaca,Cyprus,FALSE
10/8/2010,Czech Republic,Scotland,1,0,UEFA Euro qualification,Prague,Czech Republic,FALSE
10/8/2010,Georgia,Malta,1,0,UEFA Euro qualification,Tbilisi,Georgia,FALSE
10/8/2010,Germany,Turkey,3,0,UEFA Euro qualification,Berlin,Germany,FALSE
10/8/2010,Greece,Latvia,1,0,UEFA Euro qualification,Piraeus,Greece,FALSE
10/8/2010,Hungary,San Marino,8,0,UEFA Euro qualification,Budapest,Hungary,FALSE
10/8/2010,India,Vietnam,3,1,Friendly,Pune,India,FALSE
10/8/2010,Indonesia,Uruguay,1,7,Friendly,Jakarta,Indonesia,FALSE
10/8/2010,Republic of Ireland,Russia,2,3,UEFA Euro qualification,Dublin,Republic of Ireland,FALSE
10/8/2010,Japan,Argentina,1,0,Friendly,Saitama,Japan,FALSE
10/8/2010,Kazakhstan,Belgium,0,2,UEFA Euro qualification,Astana,Kazakhstan,FALSE
10/8/2010,Kuwait,Bahrain,1,3,Friendly,Kuwait City,Kuwait,FALSE
10/8/2010,Luxembourg,Belarus,0,0,UEFA Euro qualification,Luxembourg,Luxembourg,FALSE
10/8/2010,Moldova,Netherlands,0,1,UEFA Euro qualification,ChiÅŸinÄƒu,Moldova,FALSE
10/8/2010,Montenegro,Switzerland,1,0,UEFA Euro qualification,Podgorica,Montenegro,FALSE
10/8/2010,Montserrat,Barbados,0,5,CFU Caribbean Cup qualification,Kingstown,Saint Vincent and the Grenadines,TRUE
10/8/2010,Northern Ireland,Italy,0,0,UEFA Euro qualification,Belfast,Northern Ireland,FALSE
10/8/2010,Oman,Gabon,1,0,Friendly,Muscat,Oman,FALSE
10/8/2010,Panama,El Salvador,1,0,Friendly,Panama City,Panama,FALSE
10/8/2010,Peru,Costa Rica,2,0,Friendly,Lima,Peru,FALSE
10/8/2010,Portugal,Denmark,3,1,UEFA Euro qualification,Porto,Portugal,FALSE
10/8/2010,Serbia,Estonia,1,3,UEFA Euro qualification,Belgrade,Serbia,FALSE
10/8/2010,Slovenia,Faroe Islands,5,1,UEFA Euro qualification,Ljubljana,Slovenia,FALSE
10/8/2010,Spain,Lithuania,3,1,UEFA Euro qualification,Salamanca,Spain,FALSE
10/8/2010,Saint Vincent and the Grenadines,Saint Kitts and Nevis,1,1,CFU Caribbean Cup qualification,Kingstown,Saint Vincent and the Grenadines,FALSE
10/8/2010,Ukraine,Canada,2,2,Friendly,KyÃ¯v,Ukraine,FALSE
10/8/2010,Wales,Bulgaria,0,1,UEFA Euro qualification,Cardiff,Wales,FALSE
10/9/2010,Angola,Guinea-Bissau,1,0,African Cup of Nations qualification,Luanda,Angola,FALSE
10/9/2010,Australia,Paraguay,1,0,Friendly,Sydney,Australia,FALSE
10/9/2010,Burkina Faso,Gambia,3,1,African Cup of Nations qualification,Ouagadougou,Burkina Faso,FALSE
10/9/2010,Burundi,Ivory Coast,0,1,African Cup of Nations qualification,Bujumbura,Burundi,FALSE
10/9/2010,Cameroon,DR Congo,1,1,African Cup of Nations qualification,Garoua,Cameroon,FALSE
10/9/2010,Comoros,Mozambique,0,1,African Cup of Nations qualification,Mitsamiouli,Comoros,FALSE
10/9/2010,France,Romania,2,0,UEFA Euro qualification,Saint-Denis,France,FALSE
10/9/2010,Guatemala,Belize,4,2,Friendly,San JosÃ©,Guatemala,FALSE
10/9/2010,Israel,Croatia,1,2,UEFA Euro qualification,Ramat-Gan,Israel,FALSE
10/9/2010,Kenya,Uganda,0,0,African Cup of Nations qualification,Nairobi,Kenya,FALSE
10/9/2010,Malawi,Chad,6,2,African Cup of Nations qualification,Blantyre,Malawi,FALSE
